from_airport,from_city,from_country,from_long,from_lat,to_airport,to_city,to_country,to_long,to_lat,airline,airline_country,distance
Heathrow,London,United Kingdom,-0.103,51.795,Bangalore,Bangalore,India,78.113,13.583,British Airways,United Kingdom,8017
Heathrow,London,United Kingdom,-0.103,51.795,Chhatrapati Shivaji Intl,Bombay,India,73.446,19.147,British Airways,United Kingdom,7223
Heathrow,London,United Kingdom,-0.103,51.795,General Edward Lawrence Logan Intl,Boston,United States,-70.342,42.607,British Airways,United Kingdom,5192
Heathrow,London,United Kingdom,-0.103,51.795,Brussels Natl,Brussels,Belgium,4.807,51.502,British Airways,United Kingdom,340
Heathrow,London,United Kingdom,-0.103,51.795,EuroAirport Basel-Mulhouse-Freiburg,Basel-Mulhouse-Freiburg,Switzerland,7.881,47.983,British Airways,United Kingdom,711
Heathrow,London,United Kingdom,-0.103,51.795,Ferihegy,Budapest,Hungary,19.425,47.728,British Airways,United Kingdom,1468
Heathrow,London,United Kingdom,-0.103,51.795,Baltimore Washington Intl,Baltimore,United States,-76.448,39.292,British Airways,United Kingdom,5822
Heathrow,London,United Kingdom,-0.103,51.795,Cairo Intl,Cairo,Egypt,31.675,30.203,British Airways,United Kingdom,3538
Heathrow,London,United Kingdom,-0.103,51.795,Charles De Gaulle,Paris,France,2.916,49.021,British Airways,United Kingdom,375
Heathrow,London,United Kingdom,-0.103,51.795,Kastrup,Copenhagen,Denmark,13.093,56.029,British Airways,United Kingdom,981
Heathrow,London,United Kingdom,-0.103,51.795,Cape Town Intl,Cape Town,South Africa,19.002,-33.942,British Airways,United Kingdom,9713
Heathrow,London,United Kingdom,-0.103,51.795,Mwalimu Julius K Nyerere Intl,Dar Es Salaam,Tanzania,39.337,-6.797,British Airways,United Kingdom,7515
Heathrow,London,United Kingdom,-0.103,51.795,Indira Gandhi Intl,Delhi,India,77.171,28.944,British Airways,United Kingdom,6675
Heathrow,London,United Kingdom,-0.103,51.795,Denver Intl,Denver,United States,-104.456,40.436,British Airways,United Kingdom,7434
Heathrow,London,United Kingdom,-0.103,51.795,Dallas Fort Worth Intl,Dallas-fort Worth,United States,-96.397,33.494,British Airways,United Kingdom,7544
Heathrow,London,United Kingdom,-0.103,51.795,Domododevo,Moscow,Russia,38.51,55.681,British Airways,United Kingdom,2541
Heathrow,London,United Kingdom,-0.103,51.795,Dusseldorf,Duesseldorf,Germany,7.277,51.482,British Airways,United Kingdom,510
Heathrow,London,United Kingdom,-0.103,51.795,Dubai Intl,Dubai,United Arab Emirates,55.607,25.421,British Airways,United Kingdom,5482
Heathrow,London,United Kingdom,-0.103,51.795,Entebbe Intl,Entebbe,Uganda,32.739,0.07,British Airways,United Kingdom,6519
Heathrow,London,United Kingdom,-0.103,51.795,Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,British Airways,United Kingdom,563
Heathrow,London,United Kingdom,-0.103,51.795,Newark Liberty Intl,Newark,United States,-73.615,41.154,British Airways,United Kingdom,5505
Heathrow,London,United Kingdom,-0.103,51.795,Ministro Pistarini,Buenos Aires,Argentina,-58.227,-34.704,British Airways,United Kingdom,11153
Heathrow,London,United Kingdom,-0.103,51.795,Fiumicino,Rome,Italy,12.417,42.34,British Airways,United Kingdom,1411
Heathrow,London,United Kingdom,-0.103,51.795,Frankfurt Main,Frankfurt,Germany,8.905,50.044,British Airways,United Kingdom,660
Heathrow,London,United Kingdom,-0.103,51.795,Gibraltar,Gibraltar,Gibraltar,-4.917,36.252,British Airways,United Kingdom,1769
Heathrow,London,United Kingdom,-0.103,51.795,Galeao Antonio Carlos Jobim,Rio De Janeiro,Brazil,-42.74,-22.682,British Airways,United Kingdom,9261
Heathrow,London,United Kingdom,-0.103,51.795,Glasgow,Glasgow,United Kingdom,-4.056,56.453,British Airways,United Kingdom,578
Heathrow,London,United Kingdom,-0.103,51.795,Landvetter,Gothenborg,Sweden,12.466,58.104,British Airways,United Kingdom,1062
Heathrow,London,United Kingdom,-0.103,51.795,Guarulhos Gov Andre Franco Montouro,Sao Paulo,Brazil,-46.116,-23.054,British Airways,United Kingdom,9449
Heathrow,London,United Kingdom,-0.103,51.795,Geneva Cointrin,Geneva,Switzerland,6.181,46.396,British Airways,United Kingdom,754
Heathrow,London,United Kingdom,-0.103,51.795,Hamburg,Hamburg,Germany,10.647,54.05,British Airways,United Kingdom,762
Heathrow,London,United Kingdom,-0.103,51.795,Helsinki Vantaa,Helsinki,Finland,25.605,60.528,British Airways,United Kingdom,1846
Heathrow,London,United Kingdom,-0.103,51.795,Hong Kong Intl,Hong Kong,Hong Kong,114.524,22.514,British Airways,United Kingdom,9606
Heathrow,London,United Kingdom,-0.103,51.795,Tokyo Intl,Tokyo,Japan,140.299,35.92,British Airways,United Kingdom,9528
Heathrow,London,United Kingdom,-0.103,51.795,Hyderabad,Hyderabad,India,78.779,17.755,British Airways,United Kingdom,7707
Heathrow,London,United Kingdom,-0.103,51.795,Washington Dulles Intl,Washington,United States,-77.094,39.574,British Airways,United Kingdom,5844
Heathrow,London,United Kingdom,-0.103,51.795,George Bush Intcntl Houston,Houston,United States,-94.903,30.64,British Airways,United Kingdom,7688
Heathrow,London,United Kingdom,-0.103,51.795,Ataturk,Istanbul,Turkey,29.357,41.628,British Airways,United Kingdom,2491
Heathrow,London,United Kingdom,-0.103,51.795,King Abdulaziz Intl,Jeddah,Saudi Arabia,39.26,22.132,British Airways,United Kingdom,4709
Heathrow,London,United Kingdom,-0.103,51.795,John F Kennedy Intl,New York,United States,-73.632,41.066,British Airways,United Kingdom,5512
Heathrow,London,United Kingdom,-0.103,51.795,Johannesburg Intl,Johannesburg,South Africa,28.41,-25.566,British Airways,United Kingdom,9040
Heathrow,London,United Kingdom,-0.103,51.795,Boryspil Intl,Kiev,Ukraine,31.491,50.575,British Airways,United Kingdom,2188
Heathrow,London,United Kingdom,-0.103,51.795,Kuwait Intl,Kuwait,Kuwait,48.614,29.377,British Airways,United Kingdom,4689
Heathrow,London,United Kingdom,-0.103,51.795,Luanda 4 De Fevereiro,Luanda,Angola,13.385,-8.764,British Airways,United Kingdom,6856
Heathrow,London,United Kingdom,-0.103,51.795,Mc Carran Intl,Las Vegas,United States,-114.588,36.133,British Airways,United Kingdom,8355
Heathrow,London,United Kingdom,-0.103,51.795,Los Angeles Intl,Los Angeles,United States,-118.014,34.57,British Airways,United Kingdom,8675
Heathrow,London,United Kingdom,-0.103,51.795,Larnaca,Larnaca,Cyprus,34.041,35.458,British Airways,United Kingdom,3248
Heathrow,London,United Kingdom,-0.103,51.795,Pulkovo,St. Petersburg,Russia,30.437,60.333,British Airways,United Kingdom,2094
Heathrow,London,United Kingdom,-0.103,51.795,Linate,Milan,Italy,9.461,45.741,British Airways,United Kingdom,970
Heathrow,London,United Kingdom,-0.103,51.795,Lisboa,Lisbon,Portugal,-8.56,39.302,British Airways,United Kingdom,1534
Heathrow,London,United Kingdom,-0.103,51.795,Murtala Muhammed,Lagos,Nigeria,3.535,6.962,British Airways,United Kingdom,4996
Heathrow,London,United Kingdom,-0.103,51.795,Lusaka Intl,Lusaka,Zambia,28.754,-14.885,British Airways,United Kingdom,7921
Heathrow,London,United Kingdom,-0.103,51.795,Luxembourg,Luxemburg,Luxembourg,6.352,50.044,British Airways,United Kingdom,492
Heathrow,London,United Kingdom,-0.103,51.795,Saint Exupery,Lyon,France,5.151,46.21,British Airways,United Kingdom,729
Heathrow,London,United Kingdom,-0.103,51.795,Chennai Intl,Madras,India,80.3,13.657,British Airways,United Kingdom,8161
Heathrow,London,United Kingdom,-0.103,51.795,Barajas,Madrid,Spain,-3.278,40.822,British Airways,United Kingdom,1243
Heathrow,London,United Kingdom,-0.103,51.795,Manchester,Manchester,United Kingdom,-1.792,53.589,British Airways,United Kingdom,229
Heathrow,London,United Kingdom,-0.103,51.795,Licenciado Benito Juarez Intl,Mexico City,Mexico,-98.454,19.727,British Airways,United Kingdom,8850
Heathrow,London,United Kingdom,-0.103,51.795,Miami Intl,Miami,United States,-79.818,26.322,British Airways,United Kingdom,7052
Heathrow,London,United Kingdom,-0.103,51.795,Franz Josef Strauss,Munich,Germany,12.31,48.589,British Airways,United Kingdom,951
Heathrow,London,United Kingdom,-0.103,51.795,Malpensa,Milano,Italy,9.213,46.051,British Airways,United Kingdom,932
Heathrow,London,United Kingdom,-0.103,51.795,Lynden Pindling Intl,Nassau,Bahamas,-77.111,25.064,British Airways,United Kingdom,6970
Heathrow,London,United Kingdom,-0.103,51.795,Jomo Kenyatta International,Nairobi,Kenya,37.545,-0.866,British Airways,United Kingdom,6834
Heathrow,London,United Kingdom,-0.103,51.795,Cote D Azur,Nice,France,7.359,44.097,British Airways,United Kingdom,1019
Heathrow,London,United Kingdom,-0.103,51.795,Newcastle,Newcastle,United Kingdom,-1.487,55.062,British Airways,United Kingdom,374
Heathrow,London,United Kingdom,-0.103,51.795,Narita Intl,Tokyo,Japan,140.643,36.274,British Airways,United Kingdom,9504
Heathrow,London,United Kingdom,-0.103,51.795,Chicago Ohare Intl,Chicago,United States,-87.842,42.631,British Airways,United Kingdom,6296
Heathrow,London,United Kingdom,-0.103,51.795,Orly,Paris,France,2.599,49.208,British Airways,United Kingdom,345
Heathrow,London,United Kingdom,-0.103,51.795,Gardermoen,Oslo,Norway,11.167,60.323,British Airways,United Kingdom,1175
Heathrow,London,United Kingdom,-0.103,51.795,Henri Coanda,Bucharest,Romania,26.17,44.953,British Airways,United Kingdom,2070
Heathrow,London,United Kingdom,-0.103,51.795,Capital Intl,Beijing,China,116.974,40.133,British Airways,United Kingdom,8124
Heathrow,London,United Kingdom,-0.103,51.795,Philadelphia Intl,Philadelphia,United States,-74.736,40.453,British Airways,United Kingdom,5627
Heathrow,London,United Kingdom,-0.103,51.795,Phoenix Sky Harbor Intl,Phoenix,United States,-111.353,33.723,British Airways,United Kingdom,8398
Heathrow,London,United Kingdom,-0.103,51.795,Ruzyne,Prague,Czech Republic,14.433,50.168,British Airways,United Kingdom,1031
Heathrow,London,United Kingdom,-0.103,51.795,Pisa,Pisa,Italy,10.654,44.139,British Airways,United Kingdom,1166
Heathrow,London,United Kingdom,-0.103,51.795,Pudong,Shanghai,China,122.342,31.238,British Airways,United Kingdom,9216
Heathrow,London,United Kingdom,-0.103,51.795,Raleigh Durham Intl,Raleigh-durham,United States,-78.646,36.462,British Airways,United Kingdom,6175
Heathrow,London,United Kingdom,-0.103,51.795,King Khaled Intl,Riyadh,Saudi Arabia,47.164,25.596,British Airways,United Kingdom,4905
Heathrow,London,United Kingdom,-0.103,51.795,San Diego Intl,San Diego,United States,-116.65,33.222,British Airways,United Kingdom,8729
Heathrow,London,United Kingdom,-0.103,51.795,Seattle Tacoma Intl,Seattle,United States,-121.849,47.748,British Airways,United Kingdom,7641
Heathrow,London,United Kingdom,-0.103,51.795,San Francisco Intl,San Francisco,United States,-121.959,38.031,British Airways,United Kingdom,8548
Heathrow,London,United Kingdom,-0.103,51.795,Changi Intl,Singapore,Singapore,104.657,1.583,British Airways,United Kingdom,10875
Heathrow,London,United Kingdom,-0.103,51.795,Sofia,Sofia,Bulgaria,23.676,43.158,British Airways,United Kingdom,2015
Heathrow,London,United Kingdom,-0.103,51.795,Stuttgart,Stuttgart,Germany,9.369,49.149,British Airways,United Kingdom,731
Heathrow,London,United Kingdom,-0.103,51.795,Blagnac,Toulouse,France,1.606,44.048,British Airways,United Kingdom,870
Heathrow,London,United Kingdom,-0.103,51.795,Ben Gurion,Tel-aviv,Israel,35.477,32.018,British Airways,United Kingdom,3617
Heathrow,London,United Kingdom,-0.103,51.795,Tegel,Berlin,Germany,13.479,52.932,British Airways,United Kingdom,929
Heathrow,London,United Kingdom,-0.103,51.795,Venezia Tessera,Venice,Italy,12.586,45.842,British Airways,United Kingdom,1138
Heathrow,London,United Kingdom,-0.103,51.795,Schwechat,Vienna,Austria,16.949,48.183,British Airways,United Kingdom,1279
Heathrow,London,United Kingdom,-0.103,51.795,Okecie,Warsaw,Poland,21.611,52.276,British Airways,United Kingdom,1480
Heathrow,London,United Kingdom,-0.103,51.795,Pierre Elliott Trudeau Intl,Montreal,Canada,-73.569,45.784,British Airways,United Kingdom,5191
Heathrow,London,United Kingdom,-0.103,51.795,Vancouver Intl,Vancouver,Canada,-122.641,49.323,British Airways,United Kingdom,7530
Heathrow,London,United Kingdom,-0.103,51.795,Calgary Intl,Calgary,Canada,-113.368,51.189,British Airways,United Kingdom,6967
Heathrow,London,United Kingdom,-0.103,51.795,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,British Airways,United Kingdom,5667
Heathrow,London,United Kingdom,-0.103,51.795,Zurich,Zurich,Switzerland,8.915,47.774,British Airways,United Kingdom,785
Manchester,Manchester,United Kingdom,-1.792,53.589,Billund,Billund,Denmark,9.252,56.233,British Airways,United Kingdom,763
Manchester,Manchester,United Kingdom,-1.792,53.589,Dusseldorf,Duesseldorf,Germany,7.277,51.482,British Airways,United Kingdom,656
Manchester,Manchester,United Kingdom,-1.792,53.589,Hannover,Hannover,Germany,10.141,52.768,British Airways,United Kingdom,799
Manchester,Manchester,United Kingdom,-1.792,53.589,Helsinki Vantaa,Helsinki,Finland,25.605,60.528,British Airways,United Kingdom,1809
Manchester,Manchester,United Kingdom,-1.792,53.589,John F Kennedy Intl,New York,United States,-73.632,41.066,British Airways,United Kingdom,5345
Manchester,Manchester,United Kingdom,-1.792,53.589,Gatwick,London,United Kingdom,0.349,51.246,British Airways,United Kingdom,298
Manchester,Manchester,United Kingdom,-1.792,53.589,Heathrow,London,United Kingdom,-0.103,51.795,British Airways,United Kingdom,229
Manchester,Manchester,United Kingdom,-1.792,53.589,Barajas,Madrid,Spain,-3.278,40.822,British Airways,United Kingdom,1423
Manchester,Manchester,United Kingdom,-1.792,53.589,Malpensa,Milano,Italy,9.213,46.051,British Airways,United Kingdom,1149
Manchester,Manchester,United Kingdom,-1.792,53.589,Chicago Ohare Intl,Chicago,United States,-87.842,42.631,British Airways,United Kingdom,6103
Newcastle,Newcastle,United Kingdom,-1.487,55.062,Heathrow,London,United Kingdom,-0.103,51.795,British Airways,United Kingdom,374
Dyce,Aberdeen,United Kingdom,-1.663,57.336,Esbjerg,Esbjerg,Denmark,8.922,55.876,bmi,United Kingdom,667
Dyce,Aberdeen,United Kingdom,-1.663,57.336,Eelde,Groningen,Netherlands,6.965,53.199,bmi,United Kingdom,713
Dyce,Aberdeen,United Kingdom,-1.663,57.336,Heathrow,London,United Kingdom,-0.103,51.795,bmi,United Kingdom,624
Dyce,Aberdeen,United Kingdom,-1.663,57.336,Manchester,Manchester,United Kingdom,-1.792,53.589,bmi,United Kingdom,416
Dyce,Aberdeen,United Kingdom,-1.663,57.336,Norwich,Norwich,United Kingdom,1.471,53.126,bmi,United Kingdom,508
City,Belfast,United Kingdom,-5.788,55.03,Heathrow,London,United Kingdom,-0.103,51.795,bmi,United Kingdom,520
Birmingham,Birmingham,United Kingdom,-1.581,52.756,Brussels Natl,Brussels,Belgium,4.807,51.502,bmi,United Kingdom,457
Birmingham,Birmingham,United Kingdom,-1.581,52.756,Kastrup,Copenhagen,Denmark,13.093,56.029,bmi,United Kingdom,1014
Birmingham,Birmingham,United Kingdom,-1.581,52.756,Dusseldorf,Duesseldorf,Germany,7.277,51.482,bmi,United Kingdom,620
Birmingham,Birmingham,United Kingdom,-1.581,52.756,Newark Liberty Intl,Newark,United States,-73.615,41.154,bmi,United Kingdom,5377
Birmingham,Birmingham,United Kingdom,-1.581,52.756,Frankfurt Main,Frankfurt,Germany,8.905,50.044,bmi,United Kingdom,786
Birmingham,Birmingham,United Kingdom,-1.581,52.756,Franz Josef Strauss,Munich,Germany,12.31,48.589,bmi,United Kingdom,1080
Birmingham,Birmingham,United Kingdom,-1.581,52.756,Zurich,Zurich,Switzerland,8.915,47.774,bmi,United Kingdom,927
Bristol,Bristol,United Kingdom,-2.532,51.637,Brussels Natl,Brussels,Belgium,4.807,51.502,bmi,United Kingdom,507
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Brussels Natl,Brussels,Belgium,4.807,51.502,bmi,United Kingdom,758
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Kastrup,Copenhagen,Denmark,13.093,56.029,bmi,United Kingdom,989
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Newark Liberty Intl,Newark,United States,-73.615,41.154,bmi,United Kingdom,5185
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Frankfurt Main,Frankfurt,Germany,8.905,50.044,bmi,United Kingdom,1069
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Leeds Bradford,Leeds,United Kingdom,-1.435,54.443,bmi,United Kingdom,256
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Heathrow,London,United Kingdom,-0.103,51.795,bmi,United Kingdom,563
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Manchester,Manchester,United Kingdom,-1.792,53.589,bmi,United Kingdom,341
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Zurich,Zurich,Switzerland,8.915,47.774,bmi,United Kingdom,1266
Nottingham East Midlands,East Midlands,United Kingdom,-0.881,53.385,Brussels Natl,Brussels,Belgium,4.807,51.502,bmi,United Kingdom,438
Nottingham East Midlands,East Midlands,United Kingdom,-0.881,53.385,Frankfurt Main,Frankfurt,Germany,8.905,50.044,bmi,United Kingdom,768
Glasgow,Glasgow,United Kingdom,-4.056,56.453,Kastrup,Copenhagen,Denmark,13.093,56.029,bmi,United Kingdom,1057
Glasgow,Glasgow,United Kingdom,-4.056,56.453,Newark Liberty Intl,Newark,United States,-73.615,41.154,bmi,United Kingdom,5122
Glasgow,Glasgow,United Kingdom,-4.056,56.453,Leeds Bradford,Leeds,United Kingdom,-1.435,54.443,bmi,United Kingdom,277
Leeds Bradford,Leeds,United Kingdom,-1.435,54.443,Brussels Natl,Brussels,Belgium,4.807,51.502,bmi,United Kingdom,530
Leeds Bradford,Leeds,United Kingdom,-1.435,54.443,Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,bmi,United Kingdom,256
Leeds Bradford,Leeds,United Kingdom,-1.435,54.443,Glasgow,Glasgow,United Kingdom,-4.056,56.453,bmi,United Kingdom,277
City,London,United Kingdom,0.092,51.842,Frankfurt Main,Frankfurt,Germany,8.905,50.044,bmi,United Kingdom,648
City,London,United Kingdom,0.092,51.842,Geneva Cointrin,Geneva,Switzerland,6.181,46.396,bmi,United Kingdom,749
City,London,United Kingdom,0.092,51.842,Franz Josef Strauss,Munich,Germany,12.31,48.589,bmi,United Kingdom,940
City,London,United Kingdom,0.092,51.842,Zurich,Zurich,Switzerland,8.915,47.774,bmi,United Kingdom,777
Gatwick,London,United Kingdom,0.349,51.246,Boryspil Intl,Kiev,Ukraine,31.491,50.575,bmi,United Kingdom,2168
Gatwick,London,United Kingdom,0.349,51.246,Luqa,Malta,Malta,14.795,36.429,bmi,United Kingdom,2006
Gatwick,London,United Kingdom,0.349,51.246,Zagreb,Zagreb,Croatia,16.114,46.238,bmi,United Kingdom,1279
Heathrow,London,United Kingdom,-0.103,51.795,Dyce,Aberdeen,United Kingdom,-1.663,57.336,bmi,United Kingdom,624
Heathrow,London,United Kingdom,-0.103,51.795,Bole Intl,Addis Ababa,Ethiopia,39.332,9.629,bmi,United Kingdom,5888
Heathrow,London,United Kingdom,-0.103,51.795,Inezgane,Agadir,Morocco,-9.244,30.635,bmi,United Kingdom,2469
Heathrow,London,United Kingdom,-0.103,51.795,Almaty,Alma-ata,Kazakhstan,77.067,43.586,bmi,United Kingdom,5572
Heathrow,London,United Kingdom,-0.103,51.795,Queen Alia Intl,Amman,Jordan,36.655,32.204,bmi,United Kingdom,3676
Heathrow,London,United Kingdom,-0.103,51.795,Arlanda,Stockholm,Sweden,18.531,60.086,bmi,United Kingdom,1473
